path ,annotations
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/746e592e-3820-4355-9500-cc0edd554f99.jpg , "[{'label':  'mac  mini' ,  'coordinates':  {'x':  113 ,  'y':  579 ,  'width':  225 ,  'height':  286} ,  'type':  'rectangle'} ,{'label':  'keyboard' ,  'coordinates':  {'x':  520 ,  'y':  1225 ,  'width':  1040 ,  'height':  490} ,  'type':  'rectangle'} ,{'label':  'macbook' ,  'coordinates':  {'x':  564 ,  'y':  590 ,  'width':  836 ,  'height':  885} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/c8bae5b1-8c0c-48a3-9acc-5c62f92bb629.jpg , "[{'label':  'mouse' ,  'coordinates':  {'x':  634 ,  'y':  685 ,  'width':  670 ,  'height':  460} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/960137b1-be7e-4533-a453-1c40bb8676ec.jpg , "[{'label':  'mouse' ,  'coordinates':  {'x':  588 ,  'y':  878 ,  'width':  583 ,  'height':  705} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/b48dac11-3bef-48de-bb22-929392631674.jpg , "[{'label':  'mac  mini' ,  'coordinates':  {'x':  935 ,  'y':  610 ,  'width':  379 ,  'height':  278} ,  'type':  'rectangle'} ,{'label':  'remote' ,  'coordinates':  {'x':  639 ,  'y':  767 ,  'width':  545 ,  'height':  215} ,  'type':  'rectangle'} ,{'label':  'clock' ,  'coordinates':  {'x':  447 ,  'y':  503 ,  'width':  362 ,  'height':  237} ,  'type':  'rectangle'} ,{'label':  'hand  sanitizer' ,  'coordinates':  {'x':  148 ,  'y':  624 ,  'width':  296 ,  'height':  534} ,  'type':  'rectangle'} ,{'label':  'apple  pencil' ,  'coordinates':  {'x':  820 ,  'y':  1088 ,  'width':  591 ,  'height':  248} ,  'type':  'rectangle'} ,{'label':  'pen' ,  'coordinates':  {'x':  308 ,  'y':  1213 ,  'width':  482 ,  'height':  422} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/20710b47-d0ac-4042-a9cb-a5621505d2b6.jpg , "[{'label':  'hand  sanitizer' ,  'coordinates':  {'x':  201 ,  'y':  614 ,  'width':  387 ,  'height':  509} ,  'type':  'rectangle'} ,{'label':  'clock' ,  'coordinates':  {'x':  454 ,  'y':  309 ,  'width':  452 ,  'height':  259} ,  'type':  'rectangle'} ,{'label':  'mac  mini' ,  'coordinates':  {'x':  954 ,  'y':  415 ,  'width':  341 ,  'height':  400} ,  'type':  'rectangle'} ,{'label':  'remote' ,  'coordinates':  {'x':  624 ,  'y':  724 ,  'width':  232 ,  'height':  457} ,  'type':  'rectangle'} ,{'label':  'pen' ,  'coordinates':  {'x':  470 ,  'y':  1255 ,  'width':  321 ,  'height':  490} ,  'type':  'rectangle'} ,{'label':  'apple  pencil' ,  'coordinates':  {'x':  867 ,  'y':  991 ,  'width':  133 ,  'height':  501} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/2a3c84a8-2a3d-44ca-8d74-4d0d0a1135d2.jpg , "[{'label':  'remote' ,  'coordinates':  {'x':  77 ,  'y':  776 ,  'width':  154 ,  'height':  441} ,  'type':  'rectangle'} ,{'label':  'apple  pencil' ,  'coordinates':  {'x':  232 ,  'y':  1134 ,  'width':  133 ,  'height':  613} ,  'type':  'rectangle'} ,{'label':  'mac  mini' ,  'coordinates':  {'x':  559 ,  'y':  424 ,  'width':  602 ,  'height':  438} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/7fa58dec-ddbb-4df6-8f57-d50a2024dc4c.jpg , "[{'label':  'keyboard' ,  'coordinates':  {'x':  750 ,  'y':  639 ,  'width':  1500 ,  'height':  502} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/bbae95a8-b6d3-4bee-97c6-a0afee93ed1f.jpg , "[{'label':  'keyboard' ,  'coordinates':  {'x':  761 ,  'y':  594 ,  'width':  1479 ,  'height':  445} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/3df3750a-d884-4af2-a9ad-80ea6d383ff0.jpg , "[{'label':  'mac  mini' ,  'coordinates':  {'x':  157 ,  'y':  530 ,  'width':  313 ,  'height':  304} ,  'type':  'rectangle'} ,{'label':  'macbook' ,  'coordinates':  {'x':  749 ,  'y':  474 ,  'width':  900 ,  'height':  948} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/a6caac9e-5941-4293-9a11-e138ea1323f0.jpg , "[{'label':  'keyboard' ,  'coordinates':  {'x':  546 ,  'y':  930 ,  'width':  1092 ,  'height':  357} ,  'type':  'rectangle'} ,{'label':  'macbook' ,  'coordinates':  {'x':  528 ,  'y':  434 ,  'width':  828 ,  'height':  569} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/3db9fa8c-f2d9-4816-81db-db01d0a179d1.jpg , "[{'label':  'mouse' ,  'coordinates':  {'x':  1412 ,  'y':  807 ,  'width':  177 ,  'height':  294} ,  'type':  'rectangle'} ,{'label':  'keyboard' ,  'coordinates':  {'x':  882 ,  'y':  875 ,  'width':  851 ,  'height':  292} ,  'type':  'rectangle'} ,{'label':  'mac  mini' ,  'coordinates':  {'x':  244 ,  'y':  272 ,  'width':  400 ,  'height':  380} ,  'type':  'rectangle'} ,{'label':  'macbook' ,  'coordinates':  {'x':  861 ,  'y':  442 ,  'width':  676 ,  'height':  435} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/c59fcf43-e42c-4c2f-8614-2c1a0e642352.jpg , "[{'label':  'keyboard' ,  'coordinates':  {'x':  837 ,  'y':  834 ,  'width':  1010 ,  'height':  386} ,  'type':  'rectangle'} ,{'label':  'mac  mini' ,  'coordinates':  {'x':  180 ,  'y':  183 ,  'width':  360 ,  'height':  366} ,  'type':  'rectangle'} ,{'label':  'macbook' ,  'coordinates':  {'x':  848 ,  'y':  337 ,  'width':  788 ,  'height':  551} ,  'type':  'rectangle'}] "
/Users/samuelfolledo/Desktop/Custom_AI_in_iOS/ML/ML_Model_Env/Images/d6f0bb48-de5d-4858-a741-1868aa6918d0.jpg , "[{'label':  'mac  mini' ,  'coordinates':  {'x':  159 ,  'y':  342 ,  'width':  317 ,  'height':  272} ,  'type':  'rectangle'} ,{'label':  'macbook' ,  'coordinates':  {'x':  742 ,  'y':  442 ,  'width':  918 ,  'height':  349} ,  'type':  'rectangle'} ,{'label':  'keyboard' ,  'coordinates':  {'x':  750 ,  'y':  846 ,  'width':  1500 ,  'height':  423} ,  'type':  'rectangle'}] "
